Team1,Score,Team2,Competition,Map
North,16-0 ,Aristocracy,ESLProLeagueSeason10Europe,Overpass
North,16-0 ,Aristocracy,ESLProLeagueSeason10Europe,Overpass
BIG,8-16 ,NiP,ECSSeason8EuropeWeek3,Mirage
BIG,16-9 ,NiP,ECSSeason8EuropeWeek3,Inferno
BIG,3-16 ,NiP,ECSSeason8EuropeWeek3,Nuke
BIG,3-16 ,NiP,ECSSeason8EuropeWeek3,Nuke
SMASH,16-11,Syman,UnitedMastersLeagueSeason2Qualifier3,Overpass
SMASH,16-6 ,Syman,UnitedMastersLeagueSeason2Qualifier3,Dust2
SMASH,16-6 ,Syman,UnitedMastersLeagueSeason2Qualifier3,Dust2
Astralis,16-14,fnatic,ESLProLeagueSeason10Europe,Inferno
Astralis,16-14,fnatic,ESLProLeagueSeason10Europe,Train
Astralis,16-14,fnatic,ESLProLeagueSeason10Europe,Train
Syman,16-10,CopenhagenFlames,UnitedMastersLeagueSeason2Qualifier3,mrg
Spirit,16-9 ,NatusVincereJunior,SECTOR:MOSTBET,Dust2
Spirit,16-12,NatusVincereJunior,SECTOR:MOSTBET,Inferno
Spirit,16-12,NatusVincereJunior,SECTOR:MOSTBET,Inferno
Nemiga,14-16,CR4ZY,ESEAMDLSeason32Europe,mrg
Illuminar,16-10,Demise,ESEAMDLSeason32Europe,vtg
Virtus.pro,12-16,pro100,ESEAMDLSeason32Europe,trn
AGO,19-16,Phoenix,ESEAMDLSeason32Europe,mrg
Ancient,16-13,SMASH,UnitedMastersLeagueSeason2Qualifier3,ovp
Illuminar,8-16,AVANGAR,ESEAMDLSeason32Europe,mrg
CR4ZY,4-16,Tricked,ESEAMDLSeason32Europe,trn
CopenhagenFlames,12-16,SMASH,UnitedMastersLeagueSeason2Qualifier3,nuke
Virtus.pro,9-16,AGO,ESEAMDLSeason32Europe,inf
AVANGAR,13-16,GamerLegion,ESEAMDLSeason32Europe,ovp
TYLOO,16-14,ViCi,ESLProLeagueSeason10Asia-Pacific,Inferno
TYLOO,16-4 ,ViCi,ESLProLeagueSeason10Asia-Pacific,Dust2
TYLOO,16-4 ,ViCi,ESLProLeagueSeason10Asia-Pacific,Dust2
Ancient,16-10,Syman,UnitedMastersLeagueSeason2Qualifier3,d2
Virtus.pro,16-9,Heretics,ESEAMDLSeason32Europe,nuke
MVPPK,4-16 ,Invictus,ESLProLeagueSeason10Asia-Pacific,Train
MVPPK,10-16,Invictus,ESLProLeagueSeason10Asia-Pacific,Dust2
MVPPK,10-16,Invictus,ESLProLeagueSeason10Asia-Pacific,Dust2
catman,16-10,Paradox,ESEAMDLSeason32Australia,d2
madlikewizards,23-25,catman,ESEAMDLSeason32Australia,inf
Buckets,9-16,Grayhound,ESEAMDLSeason32Australia,vtg
PC419,7-16,Paradox,ESEAMDLSeason32Australia,nuke
ZOOWEEMAMA,4-16,SYF,ESEAMDLSeason32Australia,mrg
ORDER,8-16,Grayhound,ESEAMDLSeason32Australia,mrg
Dippers,1-16,Bizarre,ESEAMDLSeason32Australia,mrg
ORDER,16-7,catman,ESEAMDLSeason32Australia,trn
Grayhound,16-4,Genuine,ESEAMDLSeason32Australia,trn
Buckets,13-16,catman,ESEAMDLSeason32Australia,mrg
Liquid,12-16,Singularity,ESLProLeagueSeason10Americas,Overpass
Liquid,19-15,Singularity,ESLProLeagueSeason10Americas,Dust2
Liquid,16-3 ,Singularity,ESLProLeagueSeason10Americas,Inferno
Liquid,16-3 ,Singularity,ESLProLeagueSeason10Americas,Inferno
Mythic,22-25,BigFrames,ESEAMDLSeason32NorthAmerica,vtg
JustSwing,11-16,TeamOne,ESEAMDLSeason32NorthAmerica,inf
Renegades,16-7 ,ATK,ESLProLeagueSeason10Americas,Dust2
Renegades,16-6 ,ATK,ESLProLeagueSeason10Americas,Train
Renegades,16-6 ,ATK,ESLProLeagueSeason10Americas,Train
MAC-51,16-14,Peeker'sAdvantage,ESEAMDLSeason32NorthAmerica,d2
RiotSquad,16-4,Ascent,ESEAMDLSeason32NorthAmerica,mrg
FURIA,16-12,Cloud9,ECSSeason8NorthAmericaWeek3,Mirage
FURIA,11-16,Cloud9,ECSSeason8NorthAmericaWeek3,Train
FURIA,8-16 ,Cloud9,ECSSeason8NorthAmericaWeek3,Overpass
FURIA,8-16 ,Cloud9,ECSSeason8NorthAmericaWeek3,Overpass
Astralis,16-8 ,North,ESLProLeagueSeason10Europe,Inferno
Astralis,19-17,North,ESLProLeagueSeason10Europe,Train
Astralis,19-17,North,ESLProLeagueSeason10Europe,Train
MC,1-0,GroundZero,ESEAMDLSeason32Australia,-
m1x,19-17,Tricked,ECSSeason8EuropeWeek3,Train
m1x,16-6 ,Tricked,ECSSeason8EuropeWeek3,Dust2
m1x,16-6 ,Tricked,ECSSeason8EuropeWeek3,Dust2
fnatic,16-11,Aristocracy,ESLProLeagueSeason10Europe,Train
fnatic,8-16 ,Aristocracy,ESLProLeagueSeason10Europe,Overpass
fnatic,16-8 ,Aristocracy,ESLProLeagueSeason10Europe,Mirage
fnatic,16-8 ,Aristocracy,ESLProLeagueSeason10Europe,Mirage
Illuminar,16-14,PACT,ESEAMDLSeason32Europe,vtg
forZe,16-7 ,Syman,SECTOR:MOSTBET,Inferno
forZe,8-16 ,Syman,SECTOR:MOSTBET,Dust2
forZe,9-16 ,Syman,SECTOR:MOSTBET,Mirage
forZe,9-16 ,Syman,SECTOR:MOSTBET,Mirage
Illuminar,13-16,Nemiga,ESEAMDLSeason32Europe,mrg
Phoenix,9-16,HAVU,ESEAMDLSeason32Europe,trn
AVANGAR,16-6,Demise,ESEAMDLSeason32Europe,inf
Tricked,16-5,Virtus.pro,ESEAMDLSeason32Europe,nuke
Tricked,12-16,Nemiga,ESEAMDLSeason32Europe,mrg
TYLOO,16-10,MVPPK,ESLProLeagueSeason10Asia-Pacific,Mirage
TYLOO,16-10,MVPPK,ESLProLeagueSeason10Asia-Pacific,Inferno
TYLOO,16-10,MVPPK,ESLProLeagueSeason10Asia-Pacific,Inferno
GamerLegion,17-19,Nemiga,ESEAMDLSeason32Europe,d2
HAVU,16-7,Virtus.pro,ESEAMDLSeason32Europe,trn
ViCi,12-16,Invictus,ESLProLeagueSeason10Asia-Pacific,Train
ViCi,14-16,Invictus,ESLProLeagueSeason10Asia-Pacific,Nuke
ViCi,14-16,Invictus,ESLProLeagueSeason10Asia-Pacific,Nuke
Grayhound,16-6,ZOOWEEMAMA,ESEAMDLSeason32Australia,d2
FURY,0-1,Genuine,ESEAMDLSeason32Australia,-
Genuine,14-16,Jade,ESEAMDLSeason32Australia,inf
Paradox,4-16,Grayhound,ESEAMDLSeason32Australia,inf
Renegades,16-10,Singularity,ESLProLeagueSeason10Americas,Inferno
Renegades,16-10,Singularity,ESLProLeagueSeason10Americas,Mirage
Renegades,16-10,Singularity,ESLProLeagueSeason10Americas,Mirage
ATK,13-16,Complexity,ECSSeason8NorthAmericaWeek3,Vertigo
ATK,13-16,Complexity,ECSSeason8NorthAmericaWeek3,Dust2
ATK,13-16,Complexity,ECSSeason8NorthAmericaWeek3,Dust2
ex-Singularity,9-16 ,EvilGeniuses,ECSSeason8NorthAmericaWeek3,Dust2
ex-Singularity,2-16 ,EvilGeniuses,ECSSeason8NorthAmericaWeek3,Mirage
ex-Singularity,2-16 ,EvilGeniuses,ECSSeason8NorthAmericaWeek3,Mirage
TeamOne,16-11,Peeker'sAdvantage,ESEAMDLSeason32NorthAmerica,d2
Liquid,16-5 ,ATK,ESLProLeagueSeason10Americas,Vertigo
Liquid,16-3 ,ATK,ESLProLeagueSeason10Americas,Dust2
Liquid,16-3 ,ATK,ESLProLeagueSeason10Americas,Dust2
INTZ,8-16 ,Cloud9,ECSSeason8NorthAmericaWeek3,Train
INTZ,25-23,Cloud9,ECSSeason8NorthAmericaWeek3,Mirage
INTZ,11-16,Cloud9,ECSSeason8NorthAmericaWeek3,Nuke
INTZ,11-16,Cloud9,ECSSeason8NorthAmericaWeek3,Nuke
FURIA,16-14,RiotSquad,ECSSeason8NorthAmericaWeek3,Mirage
FURIA,13-16,RiotSquad,ECSSeason8NorthAmericaWeek3,Inferno
FURIA,16-10,RiotSquad,ECSSeason8NorthAmericaWeek3,Nuke
FURIA,16-10,RiotSquad,ECSSeason8NorthAmericaWeek3,Nuke
fnatic,16-11,North,ESLProLeagueSeason10Europe,Nuke
fnatic,16-11,North,ESLProLeagueSeason10Europe,Inferno
fnatic,16-11,North,ESLProLeagueSeason10Europe,Inferno
FaZe,16-4 ,BIG,ECSSeason8EuropeWeek3,Inferno
FaZe,12-16,BIG,ECSSeason8EuropeWeek3,Nuke
FaZe,5-16 ,BIG,ECSSeason8EuropeWeek3,Train
FaZe,5-16 ,BIG,ECSSeason8EuropeWeek3,Train
Heretics,16-10,NiP,ECSSeason8EuropeWeek3,Nuke
Heretics,4-16 ,NiP,ECSSeason8EuropeWeek3,Dust2
Heretics,4-16 ,NiP,ECSSeason8EuropeWeek3,Inferno
Heretics,4-16 ,NiP,ECSSeason8EuropeWeek3,Inferno
SKADE,16-8 ,HAVU,SECTOR:MOSTBET,Inferno
SKADE,10-16,HAVU,SECTOR:MOSTBET,Nuke
SKADE,8-16 ,HAVU,SECTOR:MOSTBET,Train
SKADE,8-16 ,HAVU,SECTOR:MOSTBET,Train
Astralis,16-9 ,Aristocracy,ESLProLeagueSeason10Europe,Vertigo
Astralis,16-12,Aristocracy,ESLProLeagueSeason10Europe,Nuke
Astralis,16-12,Aristocracy,ESLProLeagueSeason10Europe,Nuke
mousesports,15-19,m1x,ECSSeason8EuropeWeek3,Dust2
mousesports,16-5 ,m1x,ECSSeason8EuropeWeek3,Nuke
mousesports,9-16 ,m1x,ECSSeason8EuropeWeek3,Inferno
mousesports,9-16 ,m1x,ECSSeason8EuropeWeek3,Inferno
TYLOO,6-16 ,Invictus,ESLProLeagueSeason10Asia-Pacific,Mirage
TYLOO,16-9 ,Invictus,ESLProLeagueSeason10Asia-Pacific,Dust2
TYLOO,22-18,Invictus,ESLProLeagueSeason10Asia-Pacific,Train
TYLOO,22-18,Invictus,ESLProLeagueSeason10Asia-Pacific,Train
Virtus.pro,7-16 ,Tricked,ECSSeason8EuropeWeek3,Overpass
Virtus.pro,9-16 ,Tricked,ECSSeason8EuropeWeek3,Train
Virtus.pro,9-16 ,Tricked,ECSSeason8EuropeWeek3,Train
Unique,11-16,Nemiga,SECTOR:MOSTBET,Nuke
Unique,16-8 ,Nemiga,SECTOR:MOSTBET,Vertigo
Unique,7-16 ,Nemiga,SECTOR:MOSTBET,Mirage
Unique,7-16 ,Nemiga,SECTOR:MOSTBET,Mirage
Japaleno,8-16,CR4ZY,ESEAMDLSeason32Europe,d2
NatusVincereJunior,8-16 ,Winstrike,WePlay!ForgeofMastersSeason2,Nuke
NatusVincereJunior,20-22,Winstrike,WePlay!ForgeofMastersSeason2,Mirage
NatusVincereJunior,20-22,Winstrike,WePlay!ForgeofMastersSeason2,Mirage
ViCi,16-9 ,MVPPK,ESLProLeagueSeason10Asia-Pacific,Mirage
ViCi,16-9 ,MVPPK,ESLProLeagueSeason10Asia-Pacific,Mirage
MC,14-16,madlikewizards,ESEAMDLSeason32Australia,inf
Buckets,8-16,Dippers,ESEAMDLSeason32Australia,mrg
Complexity,10-16,eUnited,ESLProLeagueSeason10Americas,Overpass
Complexity,16-9 ,eUnited,ESLProLeagueSeason10Americas,Dust2
Complexity,16-10,eUnited,ESLProLeagueSeason10Americas,Inferno
Complexity,16-10,eUnited,ESLProLeagueSeason10Americas,Inferno
EvilGeniuses,16-10,Cloud9,ESLProLeagueSeason10Americas,Inferno
EvilGeniuses,16-13,Cloud9,ESLProLeagueSeason10Americas,Train
EvilGeniuses,16-13,Cloud9,ESLProLeagueSeason10Americas,Train
Sinisters,16-13,Quad,LaLigaProTrust2019-Clausura,Train
Sinisters,14-16,Quad,LaLigaProTrust2019-Clausura,Inferno
Sinisters,16-10,Quad,LaLigaProTrust2019-Clausura,Dust2
Sinisters,16-10,Quad,LaLigaProTrust2019-Clausura,Dust2
Heroic,4-16 ,Sprout,ESLProLeagueSeason10Europe,Dust2
Heroic,16-8 ,Sprout,ESLProLeagueSeason10Europe,Inferno
Heroic,16-14,Sprout,ESLProLeagueSeason10Europe,Overpass
Heroic,16-14,Sprout,ESLProLeagueSeason10Europe,Overpass
Ben'sAnimeTeam,17-19,INTZ,DreamHackOpenAtlanta2019ClosedQualifier,Nuke
Ben'sAnimeTeam,5-16 ,INTZ,DreamHackOpenAtlanta2019ClosedQualifier,Mirage
Ben'sAnimeTeam,5-16 ,INTZ,DreamHackOpenAtlanta2019ClosedQualifier,Mirage
RiotSquad,13-16,TheQuest,DreamHackOpenAtlanta2019ClosedQualifier,Dust2
RiotSquad,10-16,TheQuest,DreamHackOpenAtlanta2019ClosedQualifier,Vertigo
RiotSquad,10-16,TheQuest,DreamHackOpenAtlanta2019ClosedQualifier,Vertigo
Furious,10-16,Hawks,LaLigaProTrust2019-Clausura,Train
Furious,9-16 ,Hawks,LaLigaProTrust2019-Clausura,Overpass
Furious,9-16 ,Hawks,LaLigaProTrust2019-Clausura,Overpass
Fylkir,9-16 ,DUSTY,Kubburinn2019,Mirage
Fylkir,13-16,DUSTY,Kubburinn2019,Inferno
Fylkir,13-16,DUSTY,Kubburinn2019,Inferno
eUnited,13-16,INTZ,DreamHackOpenAtlanta2019ClosedQualifier,Mirage
eUnited,16-8 ,INTZ,DreamHackOpenAtlanta2019ClosedQualifier,Overpass
eUnited,11-16,INTZ,DreamHackOpenAtlanta2019ClosedQualifier,Dust2
eUnited,11-16,INTZ,DreamHackOpenAtlanta2019ClosedQualifier,Dust2
OGGANGSQUAD,7-16 ,Syman,WESG2019KazakhstanQualifier,Mirage
OGGANGSQUAD,8-16 ,Syman,WESG2019KazakhstanQualifier,Inferno
OGGANGSQUAD,8-16 ,Syman,WESG2019KazakhstanQualifier,Inferno
OFFSET,16-5 ,eXploit,LPCSLeagueCupFinals2019,Dust2
OFFSET,16-10,eXploit,LPCSLeagueCupFinals2019,Nuke
OFFSET,16-10,eXploit,LPCSLeagueCupFinals2019,Nuke
Vitality,6-16 ,NiP,ESLProLeagueSeason10Europe,Overpass
Vitality,7-16 ,NiP,ESLProLeagueSeason10Europe,Dust2
Vitality,7-16 ,NiP,ESLProLeagueSeason10Europe,Dust2
Complexity,14-16,TheQuest,DreamHackOpenAtlanta2019ClosedQualifier,Overpass
Complexity,14-16,TheQuest,DreamHackOpenAtlanta2019ClosedQualifier,Mirage
Complexity,14-16,TheQuest,DreamHackOpenAtlanta2019ClosedQualifier,Mirage
Sharks,4-16 ,Ben'sAnimeTeam,DreamHackOpenAtlanta2019ClosedQualifier,Inferno
Sharks,9-16 ,Ben'sAnimeTeam,DreamHackOpenAtlanta2019ClosedQualifier,Nuke
Sharks,9-16 ,Ben'sAnimeTeam,DreamHackOpenAtlanta2019ClosedQualifier,Nuke
ATK,10-16,RiotSquad,DreamHackOpenAtlanta2019ClosedQualifier,Nuke
ATK,7-16 ,RiotSquad,DreamHackOpenAtlanta2019ClosedQualifier,Overpass
ATK,7-16 ,RiotSquad,DreamHackOpenAtlanta2019ClosedQualifier,Overpass
Heretics,16-12,Illuminar,WePlay!ForgeofMastersSeason2,Train
Heretics,16-8 ,Illuminar,WePlay!ForgeofMastersSeason2,Inferno
Heretics,16-8 ,Illuminar,WePlay!ForgeofMastersSeason2,Inferno
Syman,22-19,Se7en,WESG2019KazakhstanQualifier,Mirage
Syman,16-14,Se7en,WESG2019KazakhstanQualifier,Inferno
Syman,16-14,Se7en,WESG2019KazakhstanQualifier,Inferno
OGGANGSQUAD,11-16,Winstrike,WESG2019KazakhstanQualifier,Train
OGGANGSQUAD,6-16 ,Winstrike,WESG2019KazakhstanQualifier,Nuke
OGGANGSQUAD,6-16 ,Winstrike,WESG2019KazakhstanQualifier,Nuke
eXploit,8-16 ,GTZBulls,LPCSLeagueCupFinals2019,Vertigo
eXploit,16-10,GTZBulls,LPCSLeagueCupFinals2019,Inferno
eXploit,16-11,GTZBulls,LPCSLeagueCupFinals2019,Nuke
eXploit,16-11,GTZBulls,LPCSLeagueCupFinals2019,Nuke
Illuminar,16-13,Virtus.pro,WePlay!ForgeofMastersSeason2,Vertigo
Illuminar,11-16,Virtus.pro,WePlay!ForgeofMastersSeason2,Train
Illuminar,16-5 ,Virtus.pro,WePlay!ForgeofMastersSeason2,Nuke
Illuminar,16-5 ,Virtus.pro,WePlay!ForgeofMastersSeason2,Nuke
Paradox,12-16,reallyweird,ESLProLeagueSeason10Asia-Pacific,Overpass
Paradox,16-12,reallyweird,ESLProLeagueSeason10Asia-Pacific,Inferno
Paradox,14-16,reallyweird,ESLProLeagueSeason10Asia-Pacific,Mirage
Paradox,14-16,reallyweird,ESLProLeagueSeason10Asia-Pacific,Mirage
Fierce,16-11,BuzzKill,epic28,Vertigo
Fierce,5-16 ,BuzzKill,epic28,Train
Fierce,14-16,BuzzKill,epic28,Inferno
Fierce,14-16,BuzzKill,epic28,Inferno
Se7en,4-16 ,Winstrike,WESG2019KazakhstanQualifier,Dust2
Se7en,16-14,Winstrike,WESG2019KazakhstanQualifier,Overpass
Se7en,16-19,Winstrike,WESG2019KazakhstanQualifier,Nuke
Se7en,16-19,Winstrike,WESG2019KazakhstanQualifier,Nuke
Syman,12-16,OGGANGSQUAD,WESG2019KazakhstanQualifier,Train
Syman,16-12,OGGANGSQUAD,WESG2019KazakhstanQualifier,Mirage
Syman,13-16,OGGANGSQUAD,WESG2019KazakhstanQualifier,Dust2
Syman,13-16,OGGANGSQUAD,WESG2019KazakhstanQualifier,Dust2
OFFSET,16-8 ,HD,LPCSLeagueCupFinals2019,Train
OFFSET,16-11,HD,LPCSLeagueCupFinals2019,Nuke
OFFSET,16-11,HD,LPCSLeagueCupFinals2019,Nuke
OneThree,9-16 ,Invictus,eXTREMESLAND2019ChinaClosedQualifier,Nuke
OneThree,8-16 ,Invictus,eXTREMESLAND2019ChinaClosedQualifier,Train
OneThree,8-16 ,Invictus,eXTREMESLAND2019ChinaClosedQualifier,Train
Chiefs,7-16 ,ORDER,ESLProLeagueSeason10Asia-Pacific,Vertigo
Chiefs,16-12,ORDER,ESLProLeagueSeason10Asia-Pacific,Nuke
Chiefs,13-16,ORDER,ESLProLeagueSeason10Asia-Pacific,Dust2
Chiefs,13-16,ORDER,ESLProLeagueSeason10Asia-Pacific,Dust2
BuzzKill,16-5 ,TheLastResort,epic28,Vertigo
BuzzKill,16-3 ,TheLastResort,epic28,Inferno
BuzzKill,16-3 ,TheLastResort,epic28,Inferno
ViCi,17-19,EHOME,eXTREMESLAND2019ChinaClosedQualifier,Inferno
ViCi,5-16 ,EHOME,eXTREMESLAND2019ChinaClosedQualifier,Overpass
ViCi,5-16 ,EHOME,eXTREMESLAND2019ChinaClosedQualifier,Overpass
Cloud9,16-7 ,eUnited,ESLProLeagueSeason10Americas,Nuke
Cloud9,10-16,eUnited,ESLProLeagueSeason10Americas,Mirage
Cloud9,12-16,eUnited,ESLProLeagueSeason10Americas,Overpass
Cloud9,12-16,eUnited,ESLProLeagueSeason10Americas,Overpass
EvilGeniuses,16-7 ,Complexity,ESLProLeagueSeason10Americas,Mirage
EvilGeniuses,10-16,Complexity,ESLProLeagueSeason10Americas,Nuke
EvilGeniuses,16-11,Complexity,ESLProLeagueSeason10Americas,Dust2
EvilGeniuses,16-11,Complexity,ESLProLeagueSeason10Americas,Dust2
Ascent,10-16,RiotSquad,DreamHackOpenAtlanta2019OpenQualifier,nuke
TheQuest,16-7,GorillaGang,DreamHackOpenAtlanta2019OpenQualifier,ovp
Ben'sAnimeTeam,16-7,Divine,DreamHackOpenAtlanta2019OpenQualifier,trn
INTZ,16-12,Infinity,DreamHackOpenAtlanta2019OpenQualifier,ovp
Vitality,14-16,Heroic,ESLProLeagueSeason10Europe,Train
Vitality,16-13,Heroic,ESLProLeagueSeason10Europe,Dust2
Vitality,16-13,Heroic,ESLProLeagueSeason10Europe,Nuke
Vitality,16-13,Heroic,ESLProLeagueSeason10Europe,Nuke
SMASH,16-7 ,Heretics,WePlay!ForgeofMastersSeason2,Overpass
SMASH,9-16 ,Heretics,WePlay!ForgeofMastersSeason2,Dust2
SMASH,22-20,Heretics,WePlay!ForgeofMastersSeason2,Nuke
SMASH,22-20,Heretics,WePlay!ForgeofMastersSeason2,Nuke
TheLastResort,16-11,Peak,epic28,Nuke
TheLastResort,16-8 ,Peak,epic28,Vertigo
TheLastResort,16-8 ,Peak,epic28,Vertigo
NiP,16-13,Sprout,ESLProLeagueSeason10Europe,Mirage
NiP,4-16 ,Sprout,ESLProLeagueSeason10Europe,Nuke
NiP,16-14,Sprout,ESLProLeagueSeason10Europe,Inferno
NiP,16-14,Sprout,ESLProLeagueSeason10Europe,Inferno
Fierce,22-20,BuzzKill,epic28,Mirage
Fierce,16-12,BuzzKill,epic28,Nuke
Fierce,16-12,BuzzKill,epic28,Nuke
Winstrike,11-16,Syman,WePlay!ForgeofMastersSeason2,Overpass
Winstrike,5-16 ,Syman,WePlay!ForgeofMastersSeason2,Vertigo
Winstrike,5-16 ,Syman,WePlay!ForgeofMastersSeason2,Vertigo
SMASH,16-7 ,HAVU,LOOT.BETSeason4,Nuke
SMASH,16-2 ,HAVU,LOOT.BETSeason4,Overpass
SMASH,16-2 ,HAVU,LOOT.BETSeason4,Overpass
NatusVincereJunior,16-7 ,HellRaisers,WePlay!ForgeofMastersSeason2,Dust2
NatusVincereJunior,9-16 ,HellRaisers,WePlay!ForgeofMastersSeason2,Inferno
NatusVincereJunior,19-17,HellRaisers,WePlay!ForgeofMastersSeason2,Train
NatusVincereJunior,19-17,HellRaisers,WePlay!ForgeofMastersSeason2,Train
Invictus,13-16,Thirteen,eXTREMESLAND2019ChinaClosedQualifier,Vertigo
Invictus,16-6 ,Thirteen,eXTREMESLAND2019ChinaClosedQualifier,Train
Invictus,16-3 ,Thirteen,eXTREMESLAND2019ChinaClosedQualifier,Dust2
Invictus,16-3 ,Thirteen,eXTREMESLAND2019ChinaClosedQualifier,Dust2
Aristocracy,13-16,HAVU,LOOT.BETSeason4,Dust2
Aristocracy,12-16,HAVU,LOOT.BETSeason4,Nuke
Aristocracy,12-16,HAVU,LOOT.BETSeason4,Nuke
OneThree,16-3 ,Rstar,eXTREMESLAND2019ChinaClosedQualifier,Inferno
OneThree,16-4 ,Rstar,eXTREMESLAND2019ChinaClosedQualifier,Overpass
OneThree,16-4 ,Rstar,eXTREMESLAND2019ChinaClosedQualifier,Overpass
ORDER,16-6 ,reallyweird,ESLProLeagueSeason10Asia-Pacific,Dust2
ORDER,16-3 ,reallyweird,ESLProLeagueSeason10Asia-Pacific,Inferno
ORDER,16-3 ,reallyweird,ESLProLeagueSeason10Asia-Pacific,Inferno
EHOME,16-7 ,LynnVision,eXTREMESLAND2019ChinaClosedQualifier,Nuke
EHOME,16-14,LynnVision,eXTREMESLAND2019ChinaClosedQualifier,Overpass
EHOME,16-14,LynnVision,eXTREMESLAND2019ChinaClosedQualifier,Overpass
ikarus,1-16 ,MVPPK,eXTREMESLAND2019KoreaRegionalFinals,Overpass
ikarus,15-19,MVPPK,eXTREMESLAND2019KoreaRegionalFinals,Inferno
ikarus,15-19,MVPPK,eXTREMESLAND2019KoreaRegionalFinals,Inferno
Chiefs,16-7 ,Paradox,ESLProLeagueSeason10Asia-Pacific,Nuke
Chiefs,16-7 ,Paradox,ESLProLeagueSeason10Asia-Pacific,Dust2
Chiefs,16-7 ,Paradox,ESLProLeagueSeason10Asia-Pacific,Dust2
ViCi,16-5 ,Aster,eXTREMESLAND2019ChinaClosedQualifier,Inferno
ViCi,16-7 ,Aster,eXTREMESLAND2019ChinaClosedQualifier,Train
ViCi,16-7 ,Aster,eXTREMESLAND2019ChinaClosedQualifier,Train
Cloud9,13-16,Complexity,ESLProLeagueSeason10Americas,Dust2
Cloud9,16-5 ,Complexity,ESLProLeagueSeason10Americas,Overpass
Cloud9,11-16,Complexity,ESLProLeagueSeason10Americas,Mirage
Cloud9,11-16,Complexity,ESLProLeagueSeason10Americas,Mirage
taloo,8-16 ,MVPPK,eXTREMESLAND2019KoreaRegionalFinals,Inferno
taloo,6-16 ,MVPPK,eXTREMESLAND2019KoreaRegionalFinals,Mirage
taloo,6-16 ,MVPPK,eXTREMESLAND2019KoreaRegionalFinals,Mirage
ikarus,16-9 ,Entry,eXTREMESLAND2019KoreaRegionalFinals,Nuke
ikarus,16-7 ,Entry,eXTREMESLAND2019KoreaRegionalFinals,Vertigo
ikarus,16-7 ,Entry,eXTREMESLAND2019KoreaRegionalFinals,Vertigo
EvilGeniuses,6-16 ,eUnited,ESLProLeagueSeason10Americas,Vertigo
EvilGeniuses,16-12,eUnited,ESLProLeagueSeason10Americas,Inferno
EvilGeniuses,16-9 ,eUnited,ESLProLeagueSeason10Americas,Dust2
EvilGeniuses,16-9 ,eUnited,ESLProLeagueSeason10Americas,Dust2
Virtus.pro,16-13,SMASH,WePlay!ForgeofMastersSeason2,Nuke
Virtus.pro,8-16 ,SMASH,WePlay!ForgeofMastersSeason2,Dust2
Virtus.pro,14-16,SMASH,WePlay!ForgeofMastersSeason2,Inferno
Virtus.pro,14-16,SMASH,WePlay!ForgeofMastersSeason2,Inferno
NiP,7-16 ,Heroic,ESLProLeagueSeason10Europe,Vertigo
NiP,12-16,Heroic,ESLProLeagueSeason10Europe,Nuke
NiP,12-16,Heroic,ESLProLeagueSeason10Europe,Nuke
Evidence,5-16 ,Imperial,CBCSSeason1,Nuke
Evidence,8-16 ,Imperial,CBCSSeason1,Vertigo
Evidence,8-16 ,Imperial,CBCSSeason1,Vertigo
Vitality,16-12,Sprout,ESLProLeagueSeason10Europe,Nuke
Vitality,12-16,Sprout,ESLProLeagueSeason10Europe,Dust2
Vitality,16-9 ,Sprout,ESLProLeagueSeason10Europe,Inferno
Vitality,16-9 ,Sprout,ESLProLeagueSeason10Europe,Inferno
Illuminar,10-16,Heretics,WePlay!ForgeofMastersSeason2,Overpass
Illuminar,22-19,Heretics,WePlay!ForgeofMastersSeason2,Inferno
Illuminar,11-16,Heretics,WePlay!ForgeofMastersSeason2,Nuke
Illuminar,11-16,Heretics,WePlay!ForgeofMastersSeason2,Nuke
PACT,16-6,Demise,ESEAMDLSeason32Europe,inf
Illuminar,1-0,Virtus.pro,UnitedMastersLeagueSeason2Qualifier2,bo3
Virtus.pro,16-4 ,MovistarRiders,UnitedMastersLeagueSeason2Qualifier2,Train
Virtus.pro,10-16,MovistarRiders,UnitedMastersLeagueSeason2Qualifier2,Mirage
Virtus.pro,19-15,MovistarRiders,UnitedMastersLeagueSeason2Qualifier2,Inferno
Virtus.pro,19-15,MovistarRiders,UnitedMastersLeagueSeason2Qualifier2,Inferno
HAVU,16-9 ,Phoenix,LOOT.BETSeason4,Dust2
HAVU,7-16 ,Phoenix,LOOT.BETSeason4,Inferno
HAVU,16-8 ,Phoenix,LOOT.BETSeason4,Train
HAVU,16-8 ,Phoenix,LOOT.BETSeason4,Train
HellRaisers,11-16,Syman,WePlay!ForgeofMastersSeason2,Train
HellRaisers,10-16,Syman,WePlay!ForgeofMastersSeason2,Nuke
HellRaisers,10-16,Syman,WePlay!ForgeofMastersSeason2,Nuke
Aristocracy,11-16,SMASH,LOOT.BETSeason4,Dust2
Aristocracy,14-16,SMASH,LOOT.BETSeason4,Overpass
Aristocracy,14-16,SMASH,LOOT.BETSeason4,Overpass
ORDER,16-4 ,Paradox,ESLProLeagueSeason10Asia-Pacific,Inferno
ORDER,16-1 ,Paradox,ESLProLeagueSeason10Asia-Pacific,Dust2
ORDER,16-1 ,Paradox,ESLProLeagueSeason10Asia-Pacific,Dust2
